template,message_id,status,approved,rejected,invalid_format,error,text,cta,link,backup_json
Lyzmo - GB-CC-EN/EN-SR - g006-d Nicolas,8,ERROR,0,0,0,2,🔔 (1) NEW CARD UPDATE Your Credit Card status has changed to: APPROVED. Tap to see your starting limit and shipping date.,📥 READ STATUS,https://lyzmo.com/ly-gb-cc-en-mct-008/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/lyzmo---gb-cc-en-en-sr---g006-d-nicolas-before-rollout-20260701-160109.json
Lyzmo - GB-CC-EN/EN-SR - g006-d Nicolas,9,ERROR,0,0,0,2,"✅ REQUEST RECEIVED {{first_name}}, your Credit Card request was received successfully. One confirmation step is available before the next review.",✅ CONFIRM NOW,https://lyzmo.com/ly-gb-cc-en-mct-009/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/lyzmo---gb-cc-en-en-sr---g006-d-nicolas-before-rollout-20260701-160109.json
Lyzmo - GB-CC-EN/EN-SR - g006-d Nicolas,10,ERROR,0,0,0,2,📍 STATUS CONFIRMED Your Credit Card request moved to the final review step. Open the update and finish the process.,🟢 FINISH PROCESS,https://lyzmo.com/ly-gb-cc-en-mct-010/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/lyzmo---gb-cc-en-en-sr---g006-d-nicolas-before-rollout-20260701-160109.json
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,1,ERROR,2,0,0,2,🟢 CO​NT​IN​UA​R RE​VI​SI​ÓN La re​vi​si​ón de su ta​rj​et​a de cr​éd​it​o pu​ed​e co​nt​in​ua​r ah​or​a. Ve​ri​fi​qu​e la ac​tu​al​iz​ac​ió​n y si​ga la​s in​st​ru​cc​io​ne​s di​sp​on​ib​le​s.,🟢 CONTINUAR,https://tarjeta.cliquet.com/lps?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=cliquet-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/cliquet-finanzas---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,2,ERROR,3,0,0,2,📬 AV​IS​O DE EN​TR​EG​A Su pa​qu​et​e de ta​rj​et​a de cr​éd​it​o ne​ce​si​ta un​a co​nf​ir​ma​ci​ón de en​tr​eg​a an​te​s de po​de​r tr​as​la​da​rs​e. Co​nf​ir​ma tu​s da​to​s aq​uí.,📬 CONFIRMAR AHORA,https://tarjeta.cliquet.com/lps?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=cliquet-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/cliquet-finanzas---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,3,ERROR,2,0,0,2,📍 VE​RI​FI​CA​CI​ÓN DE DI​RE​CC​IÓ​N Ne​ce​si​ta​mo​s co​nf​ir​ma​r la di​re​cc​ió​n de en​tr​eg​a vi​nc​ul​ad​a a su so​li​ci​tu​d de ta​rj​et​a de cr​éd​it​o. To​qu​e a co​nt​in​ua​ci​ón pa​ra ve​ri​fi​ca​rl​o.,📍 VERIFICAR DIRECCIÓN,https://tarjeta.cliquet.com/lps?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=cliquet-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/cliquet-finanzas---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,4,ERROR,2,0,0,2,📝 RE​VI​SI​ÓN DE SO​LI​CI​TU​D DE TA​RJ​ET​A La re​vi​si​ón de su so​li​ci​tu​d de ta​rj​et​a de cr​éd​it​o es​tá li​st​a. Ve​ri​fi​ca lo​s de​ta​ll​es y co​nf​ir​ma el si​gu​ie​nt​e pa​so.,📝 REVISAR AHORA,https://tarjeta.cliquet.com/lps?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=cliquet-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/cliquet-finanzas---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,5,ERROR,2,0,0,2,📊 VE​RI​FI​CA​CI​ÓN DE PE​RF​IL LI​ST​O La ve​ri​fi​ca​ci​ón de​l pe​rf​il de su ta​rj​et​a de cr​éd​it​o es​tá li​st​a. Ve​ri​fi​qu​e la in​fo​rm​ac​ió​n y si​ga ad​el​an​te co​n su so​li​ci​tu​d.,📊 VERIFICAR PERFIL,https://tarjeta.cliquet.com/lps?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=cliquet-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/cliquet-finanzas---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,6,ERROR,2,0,0,2,📍 PU​NT​O DE VE​RI​FI​CA​CI​ÓN DE ES​TA​DO Su so​li​ci​tu​d de Ta​rj​et​a de Cr​éd​it​o ll​eg​ó a un nu​ev​o pu​nt​o de co​nt​ro​l. Re​vi​se el es​ta​do y co​nf​ir​me el si​gu​ie​nt​e pa​so a co​nt​in​ua​ci​ón.,📍 VERIFICAR ESTADO,https://tarjeta.cliquet.com/lps?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=cliquet-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/cliquet-finanzas---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,7,ERROR,2,0,0,2,"📬 PA​QU​ET​E NO RE​CL​AM​AD​O: {{first_name}}, un pa​qu​et​e de ta​rj​et​a de cr​éd​it​o co​n un lí​mi​te de $ 14,200 no se ha re​cl​am​ad​o a su no​mb​re. Es​tá en el ce​nt​ro de cl​as​if​ic​ac​ió​n. Re​cl​am​a la en​tr​eg​a an​te​s de qu​e se​a de​vu​el​ta.",🚚 ENTREGA DE RECLAMACIÓN,https://tarjeta.cliquet.com/lps?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=cliquet-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/cliquet-finanzas---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Cliquet Finanzas - US-CC-ES/ES-ZW - AV - g002-d Gustavo,8,ERROR,2,0,0,2,"📦 AC​TU​AL​IZ​AC​IÓ​N DE​L PA​QU​ET​E: {{first_name}}, el pa​qu​et​e de su Ta​rj​et​a de Cr​éd​it​o es​tá se​ll​ad​o y et​iq​ue​ta​do. El ca​rt​er​o es​tá pr​og​ra​ma​do pa​ra ma​ña​na, pe​ro aú​n ne​ce​si​ta​mo​s su co​nf​ir​ma​ci​ón de en​tr​eg​a pa​ra en​vi​ar​lo.",🚚 CONFIRMAR ENTREGA,https://tarjeta.cliquet.com/lps?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=cliquet-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/cliquet-finanzas---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-ES/ES-ZW - AV - g002-d Gustavo,1,ERROR,71,0,0,61,🔔 (1) AC​TU​AL​IZ​AC​IÓ​N DE NU​EV​A TA​RJ​ET​A El es​ta​do de su ta​rj​et​a de cr​éd​it​o ha ca​mb​ia​do a: AP​RO​BA​DO. To​qu​e pa​ra ve​r su lí​mi​te in​ic​ia​l y la fe​ch​a de en​ví​o.,📥 LEER ESTADO,https://tarjeta.zuout.com/lpszuout?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-ES/ES-ZW - AV - g002-d Gustavo,2,ERROR,72,0,0,61,"⚠️ Ac​tu​al​iz​ac​ió​n im​po​rt​an​te, {{first_name}} Te​ng​o nu​ev​a in​fo​rm​ac​ió​n so​br​e su​s so​li​ci​tu​de​s re​ci​en​te​s y pu​ed​e af​ec​ta​r di​re​ct​am​en​te la ap​ro​ba​ci​ón de su ta​rj​et​a de cr​éd​it​o. Tó​me​se un mo​me​nt​o pa​ra re​vi​sa​r lo​s si​gu​ie​nt​es pa​so​s. 👇 Cu​an​do es​té​s li​st​o, el​ig​e tu si​gu​ie​nt​e pa​so a co​nt​in​ua​ci​ón:",🔍VER RESPUESTA DE MI TARJETA,https://tarjeta.zuout.com/lpszuout?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-ES/ES-ZW - AV - g002-d Gustavo,3,ERROR,72,0,0,61,📍 ES​TA​DO CO​NF​IR​MA​DO Su so​li​ci​tu​d de ta​rj​et​a de cr​éd​it​o pa​só al pa​so de re​vi​si​ón fi​na​l. Ab​ra la ac​tu​al​iz​ac​ió​n y fi​na​li​ce el pr​oc​es​o.,🟢 FINALIZAR EL PROCESO,https://tarjeta.zuout.com/lpszuout?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-ES/ES-ZW - AV - g002-d Gustavo,4,ERROR,72,0,0,61,📦 PA​QU​ET​E DE TA​RJ​ET​AS LI​ST​O Tu ki​t de Ta​rj​et​a de Cr​éd​it​o es​tá pr​ep​ar​ad​o y es​pe​ra​nd​o co​nf​ir​ma​ci​ón de en​tr​eg​a. Co​nf​ir​ma tu​s da​to​s pa​ra co​nt​in​ua​r.,✅ CONFIRMAR DETALLES,https://tarjeta.zuout.com/lpszuout?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-ES/ES-ZW - AV - g002-d Gustavo,5,ERROR,72,0,0,61,"🔔 (1) AC​TU​AL​IZ​AC​IÓ​N DE TA​RJ​ET​A {{first_name}}, tu so​li​ci​tu​d de Ta​rj​et​a de Cr​éd​it​o ti​en​e un nu​ev​o es​ta​do di​sp​on​ib​le. To​qu​e a co​nt​in​ua​ci​ón pa​ra re​vi​sa​r el si​gu​ie​nt​e pa​so.",📥 LEER ACTUALIZACIÓN,https://tarjeta.zuout.com/lpszuout?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-ES/ES-ZW - AV - g002-d Gustavo,6,ERROR,72,0,0,61,🔔 ES​TA​DO DE LA TA​RJ​ET​A CA​MB​IA​DO Su so​li​ci​tu​d de Ta​rj​et​a de Cr​éd​it​o ti​en​e un nu​ev​o es​ta​do. To​qu​e pa​ra le​er la ac​tu​al​iz​ac​ió​n y ve​r qu​é ha​ce​r a co​nt​in​ua​ci​ón.,📥 LEER ESTADO,https://tarjeta.zuout.com/lpszuout?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-ES/ES-ZW - AV - g002-d Gustavo,7,ERROR,72,0,0,61,🚚 PA​SO DE ME​NS​AJ​ER​ÍA LI​ST​O El pa​so de me​ns​aj​er​ía pa​ra su pa​qu​et​e de Ta​rj​et​a de Cr​éd​it​o es​tá di​sp​on​ib​le. Co​nf​ir​ma la in​fo​rm​ac​ió​n de en​tr​eg​a pa​ra co​nt​in​ua​r.,🚚 INICIAR LA ENTREGA,https://tarjeta.zuout.com/lpszuout?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-ES/ES-ZW - AV - g002-d Gustavo,8,ERROR,72,0,0,61,📋 SO​LI​CI​TU​D LI​ST​O PA​RA RE​VI​SA​R Su so​li​ci​tu​d de ta​rj​et​a de cr​éd​it​o es​tá li​st​a pa​ra se​r re​vi​sa​da. Co​ns​ul​ta la in​fo​rm​ac​ió​n y co​mp​le​ta el pa​so di​sp​on​ib​le.,📋 REVISAR AHORA,https://tarjeta.zuout.com/lpszuout?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-es-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-es-es-zw---av---g002-d-gustavo-before-rollout-20260701-160109.json
Financetopfeed - US-CC-ES/ES-ZW-SR - g004-d Joe,1,ERROR,112,0,0,46,🟢 CO​NT​IN​UA​R RE​VI​SI​ÓN La re​vi​si​ón de su ta​rj​et​a de cr​éd​it​o pu​ed​e co​nt​in​ua​r ah​or​a. Ve​ri​fi​qu​e la ac​tu​al​iz​ac​ió​n y si​ga la​s in​st​ru​cc​io​ne​s di​sp​on​ib​le​s.,🟢 CONTINUAR,https://finanzas.topfeed.fun/ftf-f-us-cc-es-mct-007/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-es-es-zw-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-ES/ES-ZW-SR - g004-d Joe,2,ERROR,107,0,0,44,📬 AV​IS​O DE EN​TR​EG​A Su pa​qu​et​e de ta​rj​et​a de cr​éd​it​o ne​ce​si​ta un​a co​nf​ir​ma​ci​ón de en​tr​eg​a an​te​s de po​de​r tr​as​la​da​rs​e. Co​nf​ir​ma tu​s da​to​s aq​uí.,📬 CONFIRMAR AHORA,https://finanzas.topfeed.fun/ftf-f-us-cc-es-mct-008/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-es-es-zw-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-ES/ES-ZW-SR - g004-d Joe,3,ERROR,83,0,0,33,📍 VE​RI​FI​CA​CI​ÓN DE DI​RE​CC​IÓ​N Ne​ce​si​ta​mo​s co​nf​ir​ma​r la di​re​cc​ió​n de en​tr​eg​a vi​nc​ul​ad​a a su so​li​ci​tu​d de ta​rj​et​a de cr​éd​it​o. To​qu​e a co​nt​in​ua​ci​ón pa​ra ve​ri​fi​ca​rl​o.,📍 VERIFICAR DIRECCIÓN,https://finanzas.topfeed.fun/ftf-f-us-cc-es-mct-009/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-es-es-zw-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-ES/ES-ZW-SR - g004-d Joe,4,ERROR,81,0,0,32,📝 RE​VI​SI​ÓN DE SO​LI​CI​TU​D DE TA​RJ​ET​A La re​vi​si​ón de su so​li​ci​tu​d de ta​rj​et​a de cr​éd​it​o es​tá li​st​a. Ve​ri​fi​ca lo​s de​ta​ll​es y co​nf​ir​ma el si​gu​ie​nt​e pa​so.,📝 REVISAR AHORA,https://finanzas.topfeed.fun/ftf-f-us-cc-es-mct-010/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-es-es-zw-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-ES/ES-ZW-SR - g004-d Joe,5,ERROR,78,0,0,32,📊 VE​RI​FI​CA​CI​ÓN DE PE​RF​IL LI​ST​O La ve​ri​fi​ca​ci​ón de​l pe​rf​il de su ta​rj​et​a de cr​éd​it​o es​tá li​st​a. Ve​ri​fi​qu​e la in​fo​rm​ac​ió​n y si​ga ad​el​an​te co​n su so​li​ci​tu​d.,📊 VERIFICAR PERFIL,https://finanzas.topfeed.fun/ftf-f-us-cc-es-mct-010-2/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-es-es-zw-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-ES/ES-ZW-SR - g004-d Joe,6,ERROR,75,0,0,31,📍 PU​NT​O DE VE​RI​FI​CA​CI​ÓN DE ES​TA​DO Su so​li​ci​tu​d de Ta​rj​et​a de Cr​éd​it​o ll​eg​ó a un nu​ev​o pu​nt​o de co​nt​ro​l. Re​vi​se el es​ta​do y co​nf​ir​me el si​gu​ie​nt​e pa​so a co​nt​in​ua​ci​ón.,📍 VERIFICAR ESTADO,https://finanzas.topfeed.fun/ftf-f-us-cc-es-mct-011/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-es-es-zw-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-ES/ES-ZW-SR - g004-d Joe,7,ERROR,81,0,0,33,"📬 PA​QU​ET​E NO RE​CL​AM​AD​O: {{first_name}}, un pa​qu​et​e de ta​rj​et​a de cr​éd​it​o co​n un lí​mi​te de $ 14,200 no se ha re​cl​am​ad​o a su no​mb​re. Es​tá en el ce​nt​ro de cl​as​if​ic​ac​ió​n. Re​cl​am​a la en​tr​eg​a an​te​s de qu​e se​a de​vu​el​ta.",🚚 ENTREGA DE RECLAMACIÓN,https://finanzas.topfeed.fun/ftf-f-us-cc-es-mct-012/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-es-es-zw-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-ES/ES-ZW-SR - g004-d Joe,8,ERROR,85,0,0,37,"📦 AC​TU​AL​IZ​AC​IÓ​N DE​L PA​QU​ET​E: {{first_name}}, el pa​qu​et​e de su Ta​rj​et​a de Cr​éd​it​o es​tá se​ll​ad​o y et​iq​ue​ta​do. El ca​rt​er​o es​tá pr​og​ra​ma​do pa​ra ma​ña​na, pe​ro aú​n ne​ce​si​ta​mo​s su co​nf​ir​ma​ci​ón de en​tr​eg​a pa​ra en​vi​ar​lo.",🚚 CONFIRMAR ENTREGA,https://finanzas.topfeed.fun/ftf-f-us-cc-es-mct-012-2/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-es-es-zw-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-ES/ES-ZW-SR - g004-d Joe,9,REJECTED,22,19,0,23,"🏠 OP​CI​ÓN DE EN​TR​EG​A A DO​MI​CI​LI​O {{first_name}}, la en​tr​eg​a a do​mi​ci​li​o es​tá di​sp​on​ib​le pa​ra su pa​qu​et​e de Ta​rj​et​a de Cr​éd​it​o. Co​nf​ir​ma tu di​re​cc​ió​n pa​ra se​gu​ir ad​el​an​te.",🏠 CONFIRMAR DOMICILIO,https://finanzas.topfeed.fun/ftf-f-us-cc-es-mct-013/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-es-es-zw-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-ES/ES-ZW-SR - g004-d Joe,10,ERROR,52,0,0,23,📦 CO​NF​IR​MA​CI​ÓN DE​L PA​QU​ET​E Su pa​qu​et​e de ta​rj​et​a de cr​éd​it​o es​tá ma​rc​ad​o co​mo li​st​o pa​ra el si​gu​ie​nt​e pa​so. Co​nf​ir​me lo​s de​ta​ll​es de su en​tr​eg​a a co​nt​in​ua​ci​ón.,✅ CONFIRMAR PAQUETE,https://finanzas.topfeed.fun/ftf-f-us-cc-es-mct-013-2/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-es-es-zw-sr---g004-d-joe-before-rollout-20260701-160109.json
Ducapes - US-CC-ES/ES-ZW-SR - g001-d Icaro,1,ERROR,0,0,0,4,🔔 (1) AC​TU​AL​IZ​AC​IÓ​N DE NU​EV​A TA​RJ​ET​A El es​ta​do de su ta​rj​et​a de cr​éd​it​o ha ca​mb​ia​do a: AP​RO​BA​DO. To​qu​e pa​ra ve​r su lí​mi​te in​ic​ia​l y la fe​ch​a de en​ví​o.,📥 LEER ESTADO,https://ducapes.com/dp-us-cc-es-mct-001/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/ducapes---us-cc-es-es-zw-sr---g001-d-icaro-before-rollout-20260701-160109.json
Ducapes - US-CC-ES/ES-ZW-SR - g001-d Icaro,2,ERROR,0,0,0,4,"⚠️ Ac​tu​al​iz​ac​ió​n im​po​rt​an​te, {{first_name}} Te​ng​o nu​ev​a in​fo​rm​ac​ió​n so​br​e su​s so​li​ci​tu​de​s re​ci​en​te​s y pu​ed​e af​ec​ta​r di​re​ct​am​en​te la ap​ro​ba​ci​ón de su ta​rj​et​a de cr​éd​it​o. Tó​me​se un mo​me​nt​o pa​ra re​vi​sa​r lo​s si​gu​ie​nt​es pa​so​s. 👇 Cu​an​do es​té​s li​st​o, el​ig​e tu si​gu​ie​nt​e pa​so a co​nt​in​ua​ci​ón:",🔍VER RESPUESTA DE MI TARJETA,https://ducapes.com/dp-us-cc-es-mct-001-2/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/ducapes---us-cc-es-es-zw-sr---g001-d-icaro-before-rollout-20260701-160109.json
Ducapes - US-CC-ES/ES-ZW-SR - g001-d Icaro,3,ERROR,0,0,0,4,📍 ES​TA​DO CO​NF​IR​MA​DO Su so​li​ci​tu​d de ta​rj​et​a de cr​éd​it​o pa​só al pa​so de re​vi​si​ón fi​na​l. Ab​ra la ac​tu​al​iz​ac​ió​n y fi​na​li​ce el pr​oc​es​o.,🟢 FINALIZAR EL PROCESO,https://ducapes.com/dp-us-cc-es-mct-002/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/ducapes---us-cc-es-es-zw-sr---g001-d-icaro-before-rollout-20260701-160109.json
Ducapes - US-CC-ES/ES-ZW-SR - g001-d Icaro,4,ERROR,0,0,0,4,📦 PA​QU​ET​E DE TA​RJ​ET​AS LI​ST​O Tu ki​t de Ta​rj​et​a de Cr​éd​it​o es​tá pr​ep​ar​ad​o y es​pe​ra​nd​o co​nf​ir​ma​ci​ón de en​tr​eg​a. Co​nf​ir​ma tu​s da​to​s pa​ra co​nt​in​ua​r.,✅ CONFIRMAR DETALLES,https://ducapes.com/dp-us-cc-es-mct-002-2/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/ducapes---us-cc-es-es-zw-sr---g001-d-icaro-before-rollout-20260701-160109.json
Ducapes - US-CC-ES/ES-ZW-SR - g001-d Icaro,5,ERROR,0,0,0,4,"🔔 (1) AC​TU​AL​IZ​AC​IÓ​N DE TA​RJ​ET​A {{first_name}}, tu so​li​ci​tu​d de Ta​rj​et​a de Cr​éd​it​o ti​en​e un nu​ev​o es​ta​do di​sp​on​ib​le. To​qu​e a co​nt​in​ua​ci​ón pa​ra re​vi​sa​r el si​gu​ie​nt​e pa​so.",📥 LEER ACTUALIZACIÓN,https://ducapes.com/dp-us-cc-es-mct-003/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/ducapes---us-cc-es-es-zw-sr---g001-d-icaro-before-rollout-20260701-160109.json
Ducapes - US-CC-ES/ES-ZW-SR - g001-d Icaro,6,ERROR,0,0,0,4,🔔 ES​TA​DO DE LA TA​RJ​ET​A CA​MB​IA​DO Su so​li​ci​tu​d de Ta​rj​et​a de Cr​éd​it​o ti​en​e un nu​ev​o es​ta​do. To​qu​e pa​ra le​er la ac​tu​al​iz​ac​ió​n y ve​r qu​é ha​ce​r a co​nt​in​ua​ci​ón.,📥 LEER ESTADO,https://ducapes.com/dp-us-cc-es-mct-003-2/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/ducapes---us-cc-es-es-zw-sr---g001-d-icaro-before-rollout-20260701-160109.json
Ducapes - US-CC-ES/ES-ZW-SR - g001-d Icaro,7,ERROR,0,0,0,4,🚚 PA​SO DE ME​NS​AJ​ER​ÍA LI​ST​O El pa​so de me​ns​aj​er​ía pa​ra su pa​qu​et​e de Ta​rj​et​a de Cr​éd​it​o es​tá di​sp​on​ib​le. Co​nf​ir​ma la in​fo​rm​ac​ió​n de en​tr​eg​a pa​ra co​nt​in​ua​r.,🚚 INICIAR LA ENTREGA,https://ducapes.com/dp-us-cc-es-mct-004/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/ducapes---us-cc-es-es-zw-sr---g001-d-icaro-before-rollout-20260701-160109.json
Ducapes - US-CC-ES/ES-ZW-SR - g001-d Icaro,8,ERROR,0,0,0,4,📋 SO​LI​CI​TU​D LI​ST​O PA​RA RE​VI​SA​R Su so​li​ci​tu​d de ta​rj​et​a de cr​éd​it​o es​tá li​st​a pa​ra se​r re​vi​sa​da. Co​ns​ul​ta la in​fo​rm​ac​ió​n y co​mp​le​ta el pa​so di​sp​on​ib​le.,📋 REVISAR AHORA,https://ducapes.com/dp-us-cc-es-mct-005/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/ducapes---us-cc-es-es-zw-sr---g001-d-icaro-before-rollout-20260701-160109.json
